-1.14775 1.96405 1.7228 -0.840131
-1.39794 1.92211 1.48606 -1.28317
-0.523626 0.607259 3.02278 -0.868229
-1.43435 1.57279 1.56685 -1.81123
-0.509676 2.67813 0.992991 0.0263535
1.5857 2.89268 -0.324768 0.720823
1.59059 1.06226 -1.20169 2.67233
-1.03308 2.70754 0.871745 -0.423263
-1.53912 2.9109 0.32088 -0.726036
-1.58066 2.93536 0.260721 -0.741156
1.42111 2.96087 -0.124049 0.731916
1.12581 1.915 -0.433007 1.92057
1.47751 1.96374 -1.00947 1.63976
-1.22838 2.63836 0.868563 -0.577744
-1.55052 2.76702 0.484869 -0.770145
0.931326 2.06648 -0.11422 1.78448
1.20942 2.57207 -0.360203 1.1555
-1.85915 0.81372 0.0807668 -3.07738
1.29297 2.18339 -0.672333 1.53281
-0.593573 2.16335 1.65928 0.142944
-1.35945 2.31065 1.17946 -0.848033
-0.734379 0.864821 2.76051 -1.20289
-1.89405 0.815114 -0.0192533 -3.09607
-0.683404 1.35415 2.56379 -0.439859
1.52505 3.03179 -0.0819927 0.645706
1.60879 3.0089 -0.16212 0.630067
1.14113 2.61542 -0.253895 1.12472
1.46253 0.740146 -0.583506 3.07841
-1.18488 1.40626 2.01694 -1.58749
0.508266 2.50613 0.459711 1.10974
1.54719 2.96968 -0.189255 0.683059
-1.16263 0.994043 2.06182 -2.09295
0.683815 0.641294 1.79836 2.55308
0.808964 2.55088 0.098894 1.18582
-0.908696 1.54056 2.27794 -0.804296
-1.44114 2.887 0.41968 -0.680433
-0.622395 2.86249 0.79561 -0.176162
1.19071 2.26068 -0.505707 1.4978
-1.64675 0.769731 0.668299 -2.95604
1.84512 1.36494 -1.85287 1.82719
-1.09869 3.12542 0.350588 -0.551888
1.30002 2.58414 -0.445649 1.11296
-1.47893 2.16861 1.19867 -1.11633
-1.43696 2.25626 1.163 -0.981469
1.21284 2.32894 -0.508732 1.41354
1.90089 2.43214 -1.20142 0.701733
-1.61211 0.768545 0.770605 -2.92779
1.71432 2.95412 -0.301941 0.609942
1.48489 1.97193 -1.01821 1.62347
1.71324 2.40704 -1.01734 0.966115
1.35377 1.77135 -0.827651 1.97254
1.7719 1.73954 -1.601 1.5037
0.479589 2.61962 0.481644 0.947432
1.65483 1.22787 -1.42269 2.37413
-1.63254 1.69239 1.18443 -1.94194
1.13795 3.10551 0.265334 0.619857
-1.63468 2.89944 0.260839 -0.775084
-1.24089 2.27479 1.31661 -0.732236
-1.81938 0.571746 -0.0522827 -3.15536
-1.09377 0.839144 2.17234 -2.13693
-0.731674 0.849215 2.76711 -1.21519
1.7575 2.07792 -1.36867 1.17834
-1.65474 2.23363 0.927102 -1.25381
1.31396 0.647096 -0.0102301 3.15394
-0.767928 2.35943 1.40023 -0.123595
1.22639 2.15426 -0.586598 1.60076
0.723731 1.58601 0.610277 2.26637
1.13972 0.598774 0.58751 3.10033
0.974482 0.656807 1.00521 2.95673
0.549033 1.72857 0.858788 2.03362
1.59575 2.62149 -0.67841 0.913087
1.7374 1.05605 -1.5786 2.46287
0.780299 1.33003 0.747529 2.5022
-1.57302 0.96797 1.04566 -2.7401
1.27457 1.3297 -0.512882 2.56979
-0.607845 0.942637 2.85337 -0.715624
-0.828618 0.989654 2.61814 -1.30656
0.973625 2.90315 0.153404 0.806065
-1.53533 1.28846 1.32237 -2.3508
-0.997336 2.81301 0.752156 -0.415068
-1.24309 2.73065 0.740836 -0.577016
0.883031 2.66716 0.0633898 1.06103
-1.5301 0.753825 1.001 -2.86163
1.29478 2.32099 -0.616436 1.38365
-0.593003 1.06043 2.80467 -0.519915
1.49901 2.64655 -0.57048 0.957834
0.985796 1.94977 -0.185107 1.91537
-0.696505 2.25373 1.54598 -0.0190625
-0.998236 2.06793 1.71364 -0.518431
0.512191 1.40562 1.31623 2.23855
1.62898 2.83886 -0.427675 0.73418
1.47962 2.88473 -0.267846 0.774278
-0.688088 2.82772 0.821172 -0.204493
0.556954 2.38048 0.420983 1.29856
-1.10579 0.875519 2.15526 -2.11994
